330662580,-1171029782,103910,-36655,-37129,-36903
330662587,-1171029778,103860,-38087,-38652,-38792
330662559,-1171029773,103100,-36725,-38741,-38087
330662564,-1171029745,102810,-35587,-38398,-38283
330662566,-1171029726,103210,-35874,-36640,-36345
330662562,-1171029717,105500,-33103,-35068,-36160
330662520,-1171029292,130260,-34247,-35624,-36121
330662471,-1171028598,144380,-34829,-36870,-37379
330662393,-1171027786,146540,-33523,-33881,-36189
330662405,-1171027813,146860,-33878,-34456,-37192
330662735,-1171026967,147500,-34994,-35155,-37090
330662979,-1171025591,148460,-34250,-34897,-36802
330663400,-1171022965,149440,-34369,-35108,-36304
330663747,-1171021427,149880,-35268,-34098,-36370
330664149,-1171019761,150380,-36743,-37133,-36549
330664502,-1171018193,150680,-34376,-35388,-37789
330664859,-1171016532,151000,-34979,-35555,-32278
330665503,-1171013763,151720,-34908,-35681,-26762
330666019,-1171011478,151690,-35069,-35287,-27971
330666384,-1171009610,151630,-35260,-35188,-23115
330666230,-1171008445,152090,-32080,-33206,-24184
330665007,-1171007937,151670,-28223,-33448,-27013
330663597,-1171007721,151870,-27852,-34121,-33540
330662882,-1171007526,152020,-26304,-36126,-37677
330662926,-1171007697,152470,-27345,-37100,-30769
330664201,-1171008836,151500,-30257,-37054,-21405
330665475,-1171010095,149500,-34792,-36035,-21998
330666095,-1171010576,149690,-34718,-36635,-25608
330665703,-1171010560,150960,-33826,-34760,-23120
330664276,-1171010078,151530,-28756,-36342,-24333
330662846,-1171009601,151860,-27608,-38020,-33845
330661252,-1171009082,153350,-23619,-35614,-37553
330659328,-1171008591,153780,-27927,-35733,-35481
330657188,-1171008607,150980,-31223,-36457,-37784
330655321,-1171009018,150380,-35121,-35459,-37417
330654101,-1171009422,151000,-34548,-36692,-38398
330653786,-1171009646,151890,-35013,-35230,-40677
330655188,-1171010111,151050,-36454,-38179,-39049
330657058,-1171010623,150530,-32031,-34830,-38822
330659003,-1171011093,150740,-28604,-36945,-41541
330660793,-1171011338,151420,-25409,-36610,-36023
330662763,-1171011703,151170,-26516,-35054,-25568
330664136,-1171012068,150560,-33987,-35951,-20116
330665114,-1171012374,150020,-34112,-37174,-21384
330665323,-1171013444,150270,-34418,-35055,-36999
330664018,-1171014242,150200,-32581,-35738,-28717
330662308,-1171014027,150690,-28466,-36673,-27749
