19241,20061,23261
19252,20073,23276
19259,20053,23249
19253,20054,23275
19253,20067,23253
19251,20077,23278
19253,20069,23250
19254,20055,23281
19254,20054,23263
19254,20054,23260
19252,20051,23242
19252,20059,23278
19255,20054,23278
19255,20054,23271
19222,20067,23247
19258,20054,23255
19255,20055,23263
19255,20059,23260
19255,20077,23260
19246,20045,23260
19255,20045,23260
19255,20055,23259
19239,20055,23259
19239,20055,23259
19239,20055,23259
19239,20056,23259
19239,20055,23259
19257,20064,23259
19257,20059,23259
19256,20056,23258
19238,20071,23258
19238,20054,23258
19237,20063,23257
19237,20057,23257
19236,20056,23256
19256,20056,23256
19242,20055,23262
19257,20069,23256
19248,20046,23258
19236,20058,23253
19236,20058,23265
19236,20048,23256
19236,20080,23256
19236,20059,23256
19236,20059,23256
19251,20059,23243
19235,20070,23255
19235,20058,23255
19235,20051,23255
19234,20057,23254
19258,20058,23253
19234,20050,23255
19225,20049,23248
19257,20057,23253
19260,20059,23269
19225,20048,23247
19258,20078,23254
19258,20057,23254
19234,20059,23254
19234,20059,23254
19234,20059,23254
19235,20076,23254
19259,20055,23254
19239,20078,23254
19234,20059,23254
19234,20066,23254
19234,20061,23254
19234,20065,23253
19234,20049,23253
19233,20049,23253
19250,20048,23253
19256,20048,23260
19258,20048,23244
19226,20048,23253
19232,20048,23253
19258,20049,23253
19257,20060,23253
19222,20069,23253
19245,20059,23253
19233,20059,23253
19259,20059,23253
19232,20057,23253
19259,20052,23254
19234,20058,23254
19234,20043,23253
19259,20060,23253
19258,20066,23253
19258,20048,23253
19255,20048,23253
19243,20048,23253
19227,20048,23252
19259,20048,23242
19225,20048,23244
19258,20048,23253
19258,20048,23253
19258,20049,23253
19244,20059,23253
19222,20077,23253
19237,20059,23253
19228,20045,23253
19250,20059,23253
19258,20049,23252
19244,20050,23252
19250,20058,23252
19239,20058,23252
19250,20048,23248
19252,20048,23249
19249,20048,23252
19223,20048,23252
19254,20048,23253
19258,20048,23253
19258,20049,23253
19259,20049,23253
19259,20049,23253
19259,20049,23253
19244,20059,23253
19259,20050,23253
19259,20077,23254
19222,20060,23254
19226,20070,23253
19260,20060,23254
19258,20064,23275
19232,20043,23254
19260,20081,23245
19260,20060,23254
19261,20079,23254
19224,20050,23254
19239,20073,23275
19260,20060,23275
19238,20072,23249
19260,20060,23260
19235,20070,23255
19260,20060,23260
19260,20060,23265
19229,20043,23251
19260,20060,23254
19260,20060,23253
