19241,20061,23261
19240,20076,23271
19250,20080,23255
19250,20050,23250
19250,20050,23246
19259,20080,23259
19241,20051,23248
19241,20051,23270
19241,20051,23265
19241,20056,23256
19241,20056,23256
19241,20056,23243
19241,20056,23249
19242,20056,23256
19242,20057,23253
19242,20057,23257
19242,20057,23244
19242,20057,23257
19242,20057,23257
19242,20057,23257
19242,20057,23257
19242,20057,23257
19242,20057,23257
19242,20057,23257
19242,20057,23257
19242,20057,23245
19242,20056,23257
19228,20056,23257
19242,20056,23257
19242,20056,23257
19242,20056,23257
19242,20056,23256
19241,20056,23257
19241,20055,23255
19240,20055,23255
19240,20055,23255
19240,20054,23254
19239,20054,23254
19239,20053,23274
19239,20053,23253
19238,20053,23253
19238,20053,23253
19238,20053,23253
19238,20076,23249
19238,20053,23261
19225,20063,23248
19238,20053,23253
19238,20053,23253
19238,20053,23253
19238,20053,23253
19238,20053,23258
19239,20053,23253
19239,20053,23254
19239,20053,23254
19239,20053,23254
19239,20053,23254
19239,20054,23254
19239,20054,23254
19239,20054,23254
19239,20054,23254
19239,20054,23254
19239,20054,23254
19239,20054,23254
19239,20054,23254
19239,20053,23254
19238,20053,23253
19238,20053,23253
19238,20053,23253
19238,20053,23253
19238,20052,23253
19237,20052,23252
19237,20052,23252
19237,20052,23252
19238,20052,23252
19237,20052,23252
19238,20052,23257
19238,20052,23252
19238,20052,23253
19238,20053,23260
19238,20053,23253
19239,20053,23253
19239,20060,23254
19239,20060,23254
19239,20054,23254
19239,20056,23254
19240,20054,23254
19240,20054,23254
19240,20060,23261
19240,20060,23254
19240,20061,23273
19240,20059,23273
19240,20061,23258
19261,20061,23261
19261,20061,23260
19261,20061,23261
19261,20061,23249
19241,20061,23261
19261,20061,23261
19261,20061,23266
19261,20061,23261
19261,20061,23256
19251,20068,23247
19246,20061,23269
19259,20061,23272
19261,20061,23243
