328799558,-1172319320,106740,-36623,-36798,-38281
328799568,-1172319325,106770,-45033,-43743,-45382
328799564,-1172319329,106750,-42862,-41502,-47193
328799476,-1172318974,106770,-42304,-42641,-47760
328799491,-1172318910,106690,-43085,-42466,-45691
328799497,-1172318881,106600,-42019,-43395,-47639
328799483,-1172318813,111560,-34387,-42273,-44910
328799350,-1172318679,123800,-29372,-40345,-41495
328799155,-1172318738,132220,-31001,-41835,-44690
328799176,-1172318764,139520,-29794,-39954,-46036
328799125,-1172318871,146390,-31467,-39564,-39963
328799066,-1172319071,149350,-32818,-40688,-43164
328799194,-1172319041,149970,-34541,-41121,-45623
328799670,-1172318226,150530,-32153,-40532,-46208
328800179,-1172317067,150400,-33568,-38584,-40450
328800685,-1172315661,148780,-35132,-36280,-38312
328801491,-1172313335,148430,-26177,-34834,-39977
328802101,-1172311861,148580,-24002,-33706,-39793
328802717,-1172310374,148430,-24810,-35540,-36555
328803222,-1172308902,148080,-24731,-33831,-35236
328804121,-1172306436,148380,-28798,-26229,-33400
328804727,-1172304893,148400,-30558,-25855,-33897
328805336,-1172303319,148540,-31252,-26435,-34818
328805927,-1172301717,148890,-33478,-27421,-32082
328806829,-1172299209,149250,-36833,-30717,-46804
328807366,-1172297743,149150,-41513,-36904,-27007
328807915,-1172296123,149440,-42734,-38517,-32941
328808182,-1172294893,150110,-40344,-38398,-30173
328806874,-1172293759,150110,-36568,-39512,-30696
328806157,-1172294077,149660,-36851,-34505,-28631
328805599,-1172294813,149240,-38709,-31682,-27413
328805113,-1172295776,149010,-35148,-30840,-46613
328804258,-1172297748,148890,-36077,-27631,-29424
328803710,-1172299135,148980,-34067,-27315,-29745
328803060,-1172300834,148970,-30014,-28754,-28333
328802398,-1172302633,149260,-32491,-24265,-28455
328801494,-1172305210,149760,-25540,-31341,-32221
328800910,-1172306725,149930,-24162,-29974,-45607
328800372,-1172308147,149420,-24641,-26392,-33967
328799880,-1172309478,148960,-25283,-27276,-37166
328798859,-1172312361,148410,-30132,-31230,-39002
328798205,-1172314070,147860,-25218,-32795,-41746
328797494,-1172316031,148290,-36244,-44212,-48148
328796781,-1172317559,148480,-33225,-43454,-44857
328795206,-1172317342,149790,-43398,-45135,-45325
328794583,-1172316585,150170,-27756,-38077,-42444
328794520,-1172315317,149920,-27124,-38717,-40724
328794940,-1172313961,150300,-26224,-35404,-40190
328796171,-1172311446,150330,-31843,-31336,-39577
328796877,-1172309931,150670,-29289,-29365,-46980
328797456,-1172308362,149780,-26187,-30871,-38108
328798072,-1172306772,150370,-26838,-31151,-36500
328798972,-1172304359,150250,-30541,-29613,-33610
328799546,-1172302823,150430,-29525,-27743,-30529
328800148,-1172301269,149340,-30618,-28169,-29633
328800663,-1172299874,148470,-32633,-26815,-33275
328801608,-1172297379,148720,-35348,-31045,-29840
328802214,-1172295894,149120,-34262,-32085,-26092
328802800,-1172294535,149600,-39123,-32282,-26379
328803333,-1172293025,149660,-36105,-34595,-27556
328803756,-1172291942,151130,-38493,-33460,-29469
328803618,-1172292597,151190,-38883,-31852,-27798
328803265,-1172294203,150430,-37588,-32609,-28155
328802961,-1172295757,149700,-34511,-31269,-30851
328802438,-1172298462,149650,-35976,-25664,-32136
328802141,-1172300196,149340,-32794,-24142,-28064
328801850,-1172301939,148570,-30370,-24096,-26808
328801540,-1172303499,148660,-26789,-27333,-29082
328801066,-1172306156,148500,-26355,-32705,-35356
328800743,-1172307793,148240,-25930,-26207,-35462
328800445,-1172309485,148920,-24619,-28015,-36382
328800212,-1172311071,149250,-28032,-30081,-38433
328799819,-1172313691,148300,-29360,-32945,-40637
328799462,-1172315408,147810,-27674,-35005,-41758
328799272,-1172316820,148920,-29987,-37020,-44187
328799252,-1172317766,149110,-32310,-38156,-41956
328799335,-1172318258,149310,-31403,-38923,-40831
328799507,-1172318147,147150,-31230,-37564,-46521
328799568,-1172318035,144760,-31714,-38926,-39720
328799573,-1172317950,141770,-32335,-38547,-41050
328799548,-1172317981,137460,-29510,-41522,-46397
328799559,-1172317990,134840,-28388,-41869,-43576
328799552,-1172317992,132380,-30673,-39444,-42082
328799541,-1172318014,130160,-30989,-44294,-40669
328799543,-1172318028,125890,-31783,-39306,-44046
328799539,-1172318034,123100,-31681,-39898,-44972
328799522,-1172318045,120360,-30844,-42560,-46811
328799529,-1172318049,117770,-31294,-43126,-46015
328799513,-1172318068,113760,-34751,-43050,-46378
328799528,-1172318073,111290,-38491,-44674,-46906
328799518,-1172318050,109140,-41692,-43190,-49512
328799534,-1172318036,107820,-42403,-43078,-46144
328799518,-1172318051,106840,-44874,-43527,-48807
328799514,-1172318054,107000,-46439,-45415,-49557
328799513,-1172318062,107240,-44413,-44405,-49430
328799511,-1172318127,108130,-42176,-47084,-50977
328799435,-1172319117,107790,-44273,-43050,-48807
328799466,-1172319171,107520,-45288,-45700,-49378
328799505,-1172319182,108310,-44748,-42134,-48685
328799534,-1172319174,108630,-43135,-42378,-49237
328799542,-1172319167,109140,-45470,-45710,-49606
328799553,-1172319161,109190,-46901,-45682,-49523
328799561,-1172319159,108890,-46323,-45845,-50140
328799568,-1172319160,108620,-45729,-44707,-50114
