19241,20061,23261
19233,20052,23271
19249,20056,23272
19246,20076,23279
19239,20050,23261
19233,20060,23249
19229,20062,23276
19259,20076,23249
19246,20072,23274
19222,20061,23258
19227,20048,23243
19251,20075,23272
19246,20055,23268
19246,20062,23243
19246,20051,23280
19246,20054,23271
19247,20049,23254
19247,20049,23270
19247,20059,23255
19247,20059,23271
19246,20059,23274
19246,20059,23259
19246,20059,23250
19246,20059,23259
19246,20059,23259
19246,20059,23259
19246,20059,23259
19246,20059,23259
19246,20058,23258
19246,20058,23258
19247,20058,23258
19250,20058,23258
19232,20058,23258
19237,20058,23258
19245,20058,23242
19245,20058,23258
19244,20057,23258
19243,20057,23257
19243,20056,23257
19242,20056,23256
19242,20056,23256
19241,20055,23255
19241,20054,23255
19240,20054,23255
19240,20054,23254
19240,20053,23254
19239,20053,23254
19239,20053,23242
19239,20053,23267
19238,20046,23246
19238,20073,23278
19239,20053,23269
19238,20053,23258
19238,20053,23253
19238,20053,23247
19238,20053,23253
19239,20053,23254
19239,20053,23254
19239,20053,23254
19239,20053,23254
19239,20053,23254
19239,20053,23254
19238,20053,23254
19239,20053,23254
19238,20053,23254
19238,20053,23254
19238,20053,23254
19241,20053,23254
19238,20053,23253
19238,20053,23253
19237,20052,23253
19237,20052,23252
19237,20052,23252
19237,20052,23252
19237,20052,23252
19237,20051,23252
19237,20051,23246
19237,20052,23252
19237,20052,23252
19237,20052,23252
19237,20052,23253
19237,20052,23256
19238,20052,23254
19238,20052,23277
19238,20053,23243
19238,20067,23249
19239,20077,23247
19239,20051,23247
19239,20045,23271
19242,20061,23267
19235,20068,23277
19250,20062,23263
19241,20067,23249
19261,20061,23259
19255,20070,23254
19240,20075,23261
19223,20051,23271
19261,20061,23270
19227,20043,23271
19261,20075,23250
19261,20061,23246
