330668645,-1171028812,103970,-35527,-39956,-35197
330668653,-1171028820,103590,-46312,-48074,-48536
330668663,-1171028810,103810,-51140,-50411,-51747
330668673,-1171028815,104410,-51845,-52254,-51790
330668676,-1171028834,104960,-52652,-52521,-51051
330668451,-1171028712,105140,-50765,-52064,-52894
330668452,-1171028702,104930,-53031,-52605,-52315
330668480,-1171028735,105470,-50649,-50866,-51499
330668511,-1171028757,106370,-51120,-50554,-52105
330668525,-1171028771,106790,-51824,-51156,-49144
330668531,-1171028755,107100,-48068,-48362,-47679
330668371,-1171028753,120350,-48421,-48388,-47721
330668368,-1171029068,129570,-45958,-48465,-47819
330668561,-1171029145,133390,-47256,-47987,-47554
330668811,-1171029009,133840,-47707,-46745,-47158
330669551,-1171028764,137180,-48920,-49279,-48292
330670461,-1171028461,140850,-49352,-49543,-48621
330671587,-1171028233,143970,-48823,-49043,-49897
330672812,-1171028019,146790,-48734,-48235,-47095
330674095,-1171027756,149790,-48414,-49627,-48613
330675368,-1171027490,151860,-48093,-47916,-47876
330676420,-1171027082,151410,-47955,-46678,-46258
330676813,-1171026135,151140,-48665,-48412,-47910
330676881,-1171024759,151080,-47632,-47978,-47089
330676777,-1171023234,150650,-48980,-48353,-47551
330676621,-1171021001,150300,-48754,-48529,-49557
330676555,-1171019514,149970,-47304,-49059,-49244
330676393,-1171017564,149160,-48510,-49226,-48503
330676344,-1171015869,148900,-48973,-48722,-48261
330676223,-1171014114,149200,-47426,-48065,-48021
330676141,-1171012043,149260,-48494,-47803,-46725
330676055,-1171010362,148860,-49100,-48859,-48457
330675930,-1171008423,148910,-48018,-48772,-48508
330675852,-1171006727,148700,-48666,-49297,-48032
330675712,-1171005134,148950,-48989,-48622,-48351
330675604,-1171003295,149290,-48037,-48901,-48341
330675512,-1171001623,149860,-48460,-47977,-47952
330675385,-1170999719,149860,-46441,-48138,-47656
330675273,-1170997941,149960,-47098,-48115,-47495
330675209,-1170995208,150300,-47654,-47873,-46380
330674670,-1170993428,149460,-49002,-48720,-46365
330673249,-1170993357,148510,-49666,-49033,-47179
330671549,-1170993681,148040,-49110,-49395,-47567
330669739,-1170993689,148170,-47905,-49004,-46841
